user_id,movie_id,rating,timestamp,name,age,gender,preferred_genres,title,genre,release_year,match_score,tag
72,195,1,2023-10-27T22:52:35,Steven,27,Female,"Sci-Fi, Horror, Romance",Record peace service,"Comedy, Horror",1985,,production
54,413,2,2023-02-10T08:03:58,Kathryn,61,Other,"Sci-Fi, Romance, Drama",Unit stock,"Action, Drama, Comedy",1987,,
67,489,3,2025-02-21T16:45:11,Rebekah,46,Female,"Thriller, Drama, Comedy",Service cost,"Action, Thriller, Comedy",2001,,
51,157,2,2022-07-18T19:51:19,Stephanie,45,Female,"Horror, Romance, Thriller",Research any his,"Thriller, Horror",1981,,
97,98,5,2023-12-14T18:16:02,Amy,26,Other,"Thriller, Action, Comedy",Cut spend sit,"Thriller, Action, Drama",2015,,
92,226,5,2021-02-11T06:25:52,Ryan,32,Female,"Sci-Fi, Horror, Drama",Through summer,"Thriller, Horror, Action",2011,,
8,412,5,2024-01-17T19:07:41,Joshua,36,Other,"Romance, Action, Thriller",Public weight week,Thriller,2007,,
34,205,1,2023-08-31T08:57:04,Dana,32,Female,"Comedy, Sci-Fi, Drama",Even officer high,"Horror, Action",2011,,worry
35,79,4,2020-11-26T15:14:02,Claudia,64,Other,"Thriller, Action, Comedy",Physical,"Horror, Sci-Fi, Romance",2012,,
96,124,2,2022-05-15T11:23:35,Joy,24,Female,"Action, Horror, Drama",Determine remember it,"Comedy, Sci-Fi",2012,,
88,471,2,2020-10-17T15:07:42,Diana,42,Other,"Romance, Comedy, Thriller",Like us,"Horror, Action, Comedy",1992,,
78,428,2,2021-09-03T05:38:44,Jasmine,31,Female,"Horror, Romance, Thriller",Mission go leader,"Horror, Sci-Fi",1990,,
32,218,2,2023-05-08T02:55:21,Elizabeth,45,Male,"Comedy, Horror, Sci-Fi",Response various,"Romance, Drama, Action",2016,,
46,4,5,2020-05-31T21:46:15,Daniel,31,Other,"Romance, Horror, Action",Already guy recently,Action,1982,,
16,90,2,2024-07-21T05:43:37,Ryan,20,Female,"Drama, Thriller, Romance",Well scientist themselves,"Drama, Romance, Thriller",2004,,
68,104,4,2024-10-08T08:58:31,Amber,35,Male,"Action, Comedy, Romance",Push wear,"Romance, Sci-Fi",1999,,
37,393,5,2023-11-21T15:19:10,William,20,Female,"Horror, Drama, Action",Plan response ask professional,"Sci-Fi, Thriller",2001,,but
54,119,2,2024-01-19T18:12:23,Kathryn,61,Other,"Sci-Fi, Romance, Drama",Relate direction morning,Thriller,2013,,
85,133,1,2021-02-21T00:02:31,Wanda,64,Male,"Thriller, Drama, Action",Begin no,Comedy,1985,,
14,312,3,2020-12-24T10:31:53,Melinda,57,Other,"Comedy, Drama, Action",Week because spring,Thriller,2004,0.73,
95,96,3,2021-11-17T07:59:31,Brittney,42,Other,"Sci-Fi, Thriller, Action",Fire field later,"Horror, Sci-Fi, Comedy",1995,,
55,468,3,2021-02-28T13:06:31,Latasha,25,Male,"Thriller, Sci-Fi, Drama",Security about trip,"Drama, Action",1992,,
48,434,5,2022-07-28T04:20:39,Jennifer,43,Other,"Comedy, Sci-Fi, Thriller",Upon state,"Romance, Comedy",1997,,
82,331,2,2022-05-03T03:04:52,Philip,33,Other,"Romance, Comedy, Action",Federal light,"Thriller, Action, Horror",2002,,
7,143,5,2023-06-26T23:14:47,Colleen,56,Male,"Comedy, Thriller, Romance",Base themselves,"Romance, Sci-Fi",2011,0.93,
74,288,4,2025-02-22T02:22:38,Jasmin,31,Female,"Thriller, Romance, Horror",All it partner control,"Romance, Comedy",2019,,
7,28,1,2024-10-18T06:51:06,Colleen,56,Male,"Comedy, Thriller, Romance",Time change,"Comedy, Sci-Fi",1985,,
33,278,1,2022-09-03T13:13:31,Tasha,33,Male,"Drama, Sci-Fi, Romance",Surface college exist,"Sci-Fi, Horror",1991,,
23,233,3,2024-06-21T22:10:55,Amanda,19,Female,"Action, Sci-Fi, Comedy",Feeling provide usually officer,"Sci-Fi, Thriller, Action",2001,,
85,17,3,2023-08-03T03:17:24,Wanda,64,Male,"Thriller, Drama, Action",Policy accept,"Horror, Romance, Sci-Fi",2005,,
19,59,3,2020-08-15T04:45:23,Michael,41,Other,"Action, Romance, Drama",Try travel land,Action,2009,,
19,90,2,2023-08-30T17:52:40,Michael,41,Other,"Action, Romance, Drama",Well scientist themselves,"Drama, Romance, Thriller",2004,,military
36,492,4,2023-12-26T23:44:28,Lori,61,Other,"Thriller, Action, Drama",Worker by dark,Action,2012,,
29,199,4,2020-04-02T02:58:33,Erica,42,Other,"Sci-Fi, Drama, Action",Film make,Romance,2012,,
60,362,4,2023-09-18T22:34:34,Daniel,53,Other,"Action, Sci-Fi, Drama",Hot stuff generation,"Sci-Fi, Action, Drama",2018,,
82,441,4,2022-08-31T15:58:35,Philip,33,Other,"Romance, Comedy, Action",Other raise impact,"Sci-Fi, Romance, Comedy",1995,,
2,26,3,2024-05-21T05:50:25,Ryan,46,Other,"Sci-Fi, Drama, Comedy",Several too best,Sci-Fi,1984,,
1,25,1,2024-07-25T20:13:19,Daniel,56,Other,"Sci-Fi, Action, Thriller",So fight,"Romance, Drama, Sci-Fi",2003,,
47,394,3,2023-12-02T16:05:45,Ruth,26,Other,"Thriller, Action, Sci-Fi",Stay sit,"Romance, Horror, Thriller",1996,,
69,301,4,2022-07-05T13:25:49,Amy,43,Male,"Action, Thriller, Horror",Explain culture,"Romance, Sci-Fi, Comedy",2008,,
20,339,3,2020-12-10T05:10:34,Steven,61,Female,"Thriller, Sci-Fi, Romance",Draw theory,Romance,2001,,
11,267,4,2024-06-22T08:55:08,Peggy,28,Other,"Romance, Drama, Action",Guy perhaps few,Sci-Fi,1984,,
2,461,5,2024-10-08T17:05:52,Ryan,46,Other,"Sci-Fi, Drama, Comedy",Trial daughter,"Action, Drama",2020,,
67,181,1,2021-05-10T12:50:46,Rebekah,46,Female,"Thriller, Drama, Comedy",Approach region general,"Horror, Sci-Fi, Drama",1993,,
87,456,5,2021-05-15T03:00:20,Megan,43,Other,"Sci-Fi, Horror, Comedy",Save edge process but,Drama,2005,,
12,360,2,2021-07-31T10:42:01,Jermaine,41,Female,"Thriller, Comedy, Horror",Defense activity,"Sci-Fi, Thriller",2002,,
20,68,3,2023-09-16T13:50:36,Steven,61,Female,"Thriller, Sci-Fi, Romance",Sure charge morning,"Drama, Horror, Comedy",1984,,
5,495,2,2025-01-11T13:34:33,Catherine,25,Other,"Action, Romance, Horror",Answer catch,"Romance, Sci-Fi",2014,,
37,351,3,2022-11-30T08:19:02,William,20,Female,"Horror, Drama, Action",Head author food,"Romance, Drama",2010,,
38,412,5,2020-12-13T15:30:05,Suzanne,54,Other,"Comedy, Romance, Drama",Public weight week,Thriller,2007,,
94,459,4,2025-03-08T13:50:22,Jennifer,18,Male,"Thriller, Sci-Fi, Action",Parent among,"Horror, Comedy, Action",2007,,
9,491,4,2020-10-22T10:33:24,Amanda,40,Male,"Comedy, Sci-Fi, Romance",Claim total,"Drama, Thriller",1992,,
98,321,3,2022-07-02T02:58:57,Catherine,41,Other,"Comedy, Thriller, Romance",Under maybe other,Horror,2015,,
53,49,4,2023-06-10T05:02:08,Benjamin,24,Other,"Thriller, Action, Sci-Fi",Modern ten available,Action,2019,0.79,
44,175,5,2020-01-24T14:56:51,Rebecca,21,Female,"Horror, Romance, Thriller",Blood note,"Comedy, Action, Romance",1986,,
99,52,4,2024-10-05T07:52:47,Sarah,18,Female,"Horror, Comedy, Thriller",Government score,"Sci-Fi, Horror, Romance",2019,,
86,102,5,2023-02-28T20:27:54,Herbert,41,Male,"Romance, Comedy, Drama",Pressure pretty old,"Comedy, Romance, Horror",1993,,
24,216,2,2024-12-30T16:10:06,Jeffrey,38,Other,"Thriller, Drama, Action",Campaign focus,Comedy,2007,,
81,438,5,2020-01-31T02:03:07,Sarah,38,Male,"Romance, Thriller, Comedy",Stuff want,"Romance, Thriller",2010,,
74,188,1,2025-02-14T00:51:00,Jasmin,31,Female,"Thriller, Romance, Horror",Keep truth somebody,"Thriller, Romance, Horror",2011,,
30,57,1,2020-04-30T04:20:03,Shawn,44,Female,"Romance, Sci-Fi, Comedy",Catch method,"Romance, Thriller",2002,,
59,47,1,2020-07-05T14:27:13,Ariel,34,Male,"Romance, Comedy, Thriller",Feel out,Sci-Fi,2020,,
87,159,3,2022-03-01T20:39:00,Megan,43,Other,"Sci-Fi, Horror, Comedy",Red new,"Action, Sci-Fi",2021,,
96,489,3,2021-03-22T21:20:40,Joy,24,Female,"Action, Horror, Drama",Service cost,"Action, Thriller, Comedy",2001,,
81,174,3,2023-10-25T03:02:57,Sarah,38,Male,"Romance, Thriller, Comedy",Truth military no,"Sci-Fi, Horror, Thriller",1992,,
81,242,5,2023-07-09T20:14:38,Sarah,38,Male,"Romance, Thriller, Comedy",Administration board,Sci-Fi,1993,,
14,282,3,2021-07-15T23:59:17,Melinda,57,Other,"Comedy, Drama, Action",Series respond meet industry,"Thriller, Romance",2022,,
9,241,2,2021-10-09T09:26:16,Amanda,40,Male,"Comedy, Sci-Fi, Romance",Soldier land material,"Action, Romance, Thriller",2008,,
40,370,1,2024-09-14T01:48:57,Eric,38,Male,"Horror, Sci-Fi, Thriller",Key position,"Thriller, Comedy",2008,,
66,5,5,2025-01-24T15:48:58,Lori,21,Male,"Action, Thriller, Drama",Clearly political big show,Comedy,2016,0.72,
25,84,1,2023-09-23T02:09:09,Carolyn,50,Other,"Thriller, Comedy, Action",Example others base,"Romance, Thriller",2017,,
73,308,3,2024-06-22T19:26:27,Joseph,53,Other,"Comedy, Drama, Romance",Bill resource,"Horror, Drama, Sci-Fi",1983,,
22,361,5,2020-09-19T09:02:52,Brian,55,Other,"Comedy, Sci-Fi, Action",Main number fear,"Sci-Fi, Comedy, Action",1995,,
4,459,4,2024-09-18T15:01:24,Elizabeth,60,Male,"Sci-Fi, Thriller, Romance",Parent among,"Horror, Comedy, Action",2007,,
26,248,2,2022-10-03T18:23:17,Misty,29,Male,"Horror, Drama, Thriller",Figure energy million,"Sci-Fi, Romance",1995,,
58,54,3,2024-12-13T11:30:50,Katelyn,31,Male,"Sci-Fi, Thriller, Drama",See within whom,Sci-Fi,1990,,
29,161,3,2023-05-29T01:02:11,Erica,42,Other,"Sci-Fi, Drama, Action",Society fear,"Action, Sci-Fi, Thriller",2005,,
98,434,2,2020-12-25T12:41:27,Catherine,41,Other,"Comedy, Thriller, Romance",Upon state,"Romance, Comedy",1997,,
87,422,2,2024-08-03T20:20:43,Megan,43,Other,"Sci-Fi, Horror, Comedy",Much exist,"Horror, Romance, Action",2017,,
37,411,4,2022-12-27T04:58:32,William,20,Female,"Horror, Drama, Action",Study responsibility cell,Drama,1999,,
75,226,3,2024-07-29T01:05:40,Andrew,48,Other,"Comedy, Romance, Thriller",Through summer,"Thriller, Horror, Action",2011,,
70,15,3,2021-10-02T23:44:31,Charles,61,Female,"Thriller, Action, Romance",Just detail ahead,"Sci-Fi, Romance, Action",1998,,
18,224,1,2020-06-17T04:53:11,Ashley,19,Other,"Romance, Action, Horror",Read tonight send finally,Romance,1980,,
85,61,5,2024-03-25T04:47:57,Wanda,64,Male,"Thriller, Drama, Action",Worry story,"Comedy, Sci-Fi",2014,,
42,122,5,2024-06-30T22:41:55,Jennifer,56,Other,"Comedy, Sci-Fi, Romance",My beat property,"Thriller, Sci-Fi, Romance",2012,,
100,277,1,2024-07-19T04:25:29,Brandon,61,Male,"Comedy, Drama, Horror",Everybody scientist improve,"Sci-Fi, Horror",2003,,
41,46,5,2020-06-21T05:44:04,Matthew,26,Other,"Comedy, Drama, Thriller",Listen even likely,"Horror, Drama, Action",1986,,
38,453,2,2024-09-04T22:20:34,Suzanne,54,Other,"Comedy, Romance, Drama",Onto whether hour seem,"Romance, Drama, Action",1987,0.43,
34,390,5,2023-12-09T03:44:04,Dana,32,Female,"Comedy, Sci-Fi, Drama",Bag want option,"Horror, Action",1998,,
17,294,5,2021-02-17T15:54:50,Robert,39,Male,"Drama, Action, Horror",Here character live,Horror,2010,,
37,62,1,2021-11-09T14:17:51,William,20,Female,"Horror, Drama, Action",These provide,Sci-Fi,1986,,
25,86,4,2023-05-03T19:54:53,Carolyn,50,Other,"Thriller, Comedy, Action",Personal several,"Comedy, Drama, Action",1999,,
76,446,5,2024-05-25T23:13:46,Wayne,32,Male,"Sci-Fi, Drama, Horror",Involve above happen,"Drama, Sci-Fi",2011,,
87,210,5,2022-02-09T04:08:03,Megan,43,Other,"Sci-Fi, Horror, Comedy",Fire,"Drama, Horror, Romance",1992,,
86,78,4,2021-12-09T06:14:15,Herbert,41,Male,"Romance, Comedy, Drama",Social state family,"Drama, Sci-Fi",2003,,
85,202,1,2024-12-26T02:01:55,Wanda,64,Male,"Thriller, Drama, Action",No,"Horror, Romance",2018,0.19,
27,302,4,2023-02-15T16:47:31,Katherine,39,Other,"Sci-Fi, Drama, Comedy",Business cost,Drama,2005,,
57,397,1,2023-09-18T02:08:52,Patricia,52,Other,"Comedy, Horror, Action",Then direction office,"Drama, Action",1983,,
31,223,2,2020-12-16T11:52:13,Mario,59,Other,"Romance, Sci-Fi, Comedy",Class many,"Comedy, Drama, Action",1980,0.19,
6,222,1,2023-03-11T08:07:03,Marcus,38,Other,"Action, Thriller, Sci-Fi",Image necessary weight,Sci-Fi,1991,,
91,3,2,2022-09-14T13:34:32,Lisa,46,Male,"Comedy, Action, Sci-Fi",Pass size point,"Action, Thriller, Romance",1981,,
40,478,2,2020-06-20T22:36:05,Eric,38,Male,"Horror, Sci-Fi, Thriller",Individual increase however big,Comedy,1989,,
98,6,1,2020-08-19T08:24:30,Catherine,41,Other,"Comedy, Thriller, Romance",Provide spring player,"Horror, Thriller",1996,,
12,93,3,2021-12-02T05:08:57,Jermaine,41,Female,"Thriller, Comedy, Horror",Watch room,"Horror, Sci-Fi",1997,,
53,8,1,2023-02-08T04:46:40,Benjamin,24,Other,"Thriller, Action, Sci-Fi",Month condition,"Action, Comedy",1981,,
71,428,5,2020-05-17T07:22:33,Bryan,51,Female,"Thriller, Comedy, Sci-Fi",Mission go leader,"Horror, Sci-Fi",1990,0.54,
10,493,5,2021-05-11T00:26:26,Yvonne,28,Female,"Horror, Comedy, Thriller",Audience service personal,"Sci-Fi, Horror",2013,,
45,235,3,2022-06-12T18:37:06,Kim,42,Male,"Drama, Comedy, Sci-Fi",How agent,"Drama, Action, Comedy",1982,0.7,
17,108,2,2020-08-14T03:38:04,Robert,39,Male,"Drama, Action, Horror",Water same purpose,Action,1996,,
26,161,3,2020-12-30T06:15:03,Misty,29,Male,"Horror, Drama, Thriller",Society fear,"Action, Sci-Fi, Thriller",2005,,
85,209,5,2024-02-11T01:28:09,Wanda,64,Male,"Thriller, Drama, Action",Section do stop,"Horror, Romance",1995,,
92,240,3,2021-05-14T14:10:03,Ryan,32,Female,"Sci-Fi, Horror, Drama",Cell group base,"Horror, Drama, Romance",2001,,
62,331,1,2022-01-15T14:44:36,Jeffrey,21,Other,"Romance, Comedy, Sci-Fi",Federal light,"Thriller, Action, Horror",2002,,
46,333,3,2022-09-06T18:25:18,Daniel,31,Other,"Romance, Horror, Action",Mr citizen quite,"Action, Thriller",2014,,
64,50,2,2022-01-26T13:46:12,Mary,23,Female,"Thriller, Romance, Action",Break music artist,"Thriller, Comedy",2018,,us
2,11,1,2022-07-23T15:14:25,Ryan,46,Other,"Sci-Fi, Drama, Comedy",Nature rich person difference,"Horror, Sci-Fi",2016,,
54,351,4,2020-12-06T18:49:13,Kathryn,61,Other,"Sci-Fi, Romance, Drama",Head author food,"Romance, Drama",2010,,
65,156,5,2021-10-22T08:05:54,Kimberly,59,Female,"Romance, Drama, Horror",Leader base,"Drama, Horror",2002,,between
51,492,5,2021-11-04T01:21:48,Stephanie,45,Female,"Horror, Romance, Thriller",Worker by dark,Action,2012,,
53,70,3,2023-05-22T01:40:13,Benjamin,24,Other,"Thriller, Action, Sci-Fi",Family development,Horror,2011,,
36,169,1,2022-07-04T13:51:04,Lori,61,Other,"Thriller, Action, Drama",Really carry,"Comedy, Romance",2021,,
26,272,4,2025-04-02T04:42:16,Misty,29,Male,"Horror, Drama, Thriller",General realize record,"Sci-Fi, Horror",1981,,
29,68,1,2024-07-07T15:08:32,Erica,42,Other,"Sci-Fi, Drama, Action",Sure charge morning,"Drama, Horror, Comedy",1984,0.43,health
21,355,5,2024-01-30T10:52:52,Jennifer,47,Male,"Thriller, Drama, Romance",Large relationship want,"Thriller, Sci-Fi, Action",2014,,
11,252,1,2023-08-30T02:13:45,Peggy,28,Other,"Romance, Drama, Action",Wonder candidate customer,Sci-Fi,2018,,
40,48,4,2021-02-05T14:44:18,Eric,38,Male,"Horror, Sci-Fi, Thriller",Natural suddenly bed,"Thriller, Drama",2012,,
11,184,3,2020-06-04T05:00:03,Peggy,28,Other,"Romance, Drama, Action",Receive,"Action, Horror",1994,,
36,320,2,2022-12-20T00:11:37,Lori,61,Other,"Thriller, Action, Drama",High television understand,"Action, Sci-Fi",2014,,
59,187,1,2020-01-27T04:01:58,Ariel,34,Male,"Romance, Comedy, Thriller",East over huge,"Romance, Sci-Fi, Drama",1981,,
39,90,2,2022-09-08T23:26:55,Michelle,24,Other,"Comedy, Sci-Fi, Horror",Well scientist themselves,"Drama, Romance, Thriller",2004,,
99,446,5,2024-03-31T13:35:42,Sarah,18,Female,"Horror, Comedy, Thriller",Involve above happen,"Drama, Sci-Fi",2011,,
54,332,3,2023-06-19T03:51:13,Kathryn,61,Other,"Sci-Fi, Romance, Drama",Occur,Sci-Fi,2004,,
98,139,3,2023-10-25T09:39:33,Catherine,41,Other,"Comedy, Thriller, Romance",Western accept style,"Horror, Romance",2010,0.81,
55,357,1,2022-03-08T04:30:16,Latasha,25,Male,"Thriller, Sci-Fi, Drama",Interesting as system,Romance,2004,,
24,89,3,2023-01-20T09:05:22,Jeffrey,38,Other,"Thriller, Drama, Action",Out discover,"Horror, Action",2014,,
22,274,1,2022-03-19T18:45:55,Brian,55,Other,"Comedy, Sci-Fi, Action",Door,"Horror, Drama",2011,,
69,19,1,2021-07-21T07:44:14,Amy,43,Male,"Action, Thriller, Horror",Everybody,"Action, Comedy, Thriller",1985,,
56,471,2,2020-08-08T01:07:15,Lee,64,Other,"Action, Drama, Horror",Like us,"Horror, Action, Comedy",1992,,
33,311,3,2020-01-10T22:35:25,Tasha,33,Male,"Drama, Sci-Fi, Romance",Energy remember performance,"Comedy, Romance, Horror",2015,,
36,358,1,2020-01-27T00:06:57,Lori,61,Other,"Thriller, Action, Drama",Gas soon,"Comedy, Sci-Fi",2000,,
20,374,2,2022-07-18T23:40:12,Steven,61,Female,"Thriller, Sci-Fi, Romance",Development bed little perhaps,Comedy,1991,,
83,466,4,2021-11-12T18:36:46,Courtney,62,Female,"Action, Sci-Fi, Thriller",Determine never,Comedy,2012,,
99,154,2,2023-10-01T21:22:39,Sarah,18,Female,"Horror, Comedy, Thriller",Improve forward,"Horror, Drama",2011,,
81,390,2,2021-06-17T18:26:33,Sarah,38,Male,"Romance, Thriller, Comedy",Bag want option,"Horror, Action",1998,,
62,260,1,2021-07-10T18:14:25,Jeffrey,21,Other,"Romance, Comedy, Sci-Fi",Around brother design,"Romance, Sci-Fi",2015,,
98,108,5,2024-02-16T20:07:12,Catherine,41,Other,"Comedy, Thriller, Romance",Water same purpose,Action,1996,,
73,371,5,2024-02-22T03:41:33,Joseph,53,Other,"Comedy, Drama, Romance",Second energy third age,"Thriller, Horror",2022,,
26,285,5,2022-09-30T18:39:15,Misty,29,Male,"Horror, Drama, Thriller",Expect,Romance,1982,,support
66,59,2,2022-03-28T19:51:44,Lori,21,Male,"Action, Thriller, Drama",Try travel land,Action,2009,,
73,125,1,2023-06-24T02:07:19,Joseph,53,Other,"Comedy, Drama, Romance",Available,"Horror, Drama",1984,,
73,354,3,2022-03-09T09:50:33,Joseph,53,Other,"Comedy, Drama, Romance",Me his,"Horror, Drama, Action",1984,,
40,273,2,2021-04-15T12:10:39,Eric,38,Male,"Horror, Sci-Fi, Thriller",Character only staff,Horror,2007,,
17,107,2,2021-01-08T20:48:20,Robert,39,Male,"Drama, Action, Horror",Put oil reality,"Comedy, Thriller",1982,,
1,299,1,2024-04-20T22:55:35,Daniel,56,Other,"Sci-Fi, Action, Thriller",Left serious,"Comedy, Horror",2005,,
89,245,4,2025-01-30T15:32:04,Jessica,62,Female,"Romance, Horror, Comedy",Face,Romance,2009,,
61,336,2,2024-03-13T02:14:42,Alexander,57,Other,"Thriller, Sci-Fi, Romance",Gun increase quite,"Comedy, Thriller",1996,,
43,450,4,2024-11-21T21:43:31,Ronnie,35,Female,"Romance, Drama, Thriller",Member kind sort,"Action, Sci-Fi",1991,,
42,418,4,2024-02-11T19:57:32,Jennifer,56,Other,"Comedy, Sci-Fi, Romance",Production development our,Drama,1992,,
25,247,5,2023-10-18T08:27:59,Carolyn,50,Other,"Thriller, Comedy, Action",State wait for,Horror,1991,,
39,8,1,2021-04-28T06:34:14,Michelle,24,Other,"Comedy, Sci-Fi, Horror",Month condition,"Action, Comedy",1981,,
35,141,4,2021-04-19T18:33:44,Claudia,64,Other,"Thriller, Action, Comedy",Others,"Action, Drama",2012,,
3,362,1,2024-03-14T11:13:38,Philip,32,Other,"Comedy, Thriller, Action",Hot stuff generation,"Sci-Fi, Action, Drama",2018,,
44,8,5,2025-03-16T12:54:28,Rebecca,21,Female,"Horror, Romance, Thriller",Month condition,"Action, Comedy",1981,,
51,478,1,2022-06-03T07:52:48,Stephanie,45,Female,"Horror, Romance, Thriller",Individual increase however big,Comedy,1989,,
94,352,2,2024-08-31T21:22:59,Jennifer,18,Male,"Thriller, Sci-Fi, Action",Describe plan,"Drama, Sci-Fi, Thriller",1998,,
98,484,4,2020-02-06T23:28:04,Catherine,41,Other,"Comedy, Thriller, Romance",Key water,"Action, Drama, Horror",2011,,another
12,495,1,2024-03-07T06:19:01,Jermaine,41,Female,"Thriller, Comedy, Horror",Answer catch,"Romance, Sci-Fi",2014,,
19,94,3,2024-01-21T11:56:45,Michael,41,Other,"Action, Romance, Drama",Father million,"Romance, Comedy",1981,,
44,321,1,2022-09-03T15:38:51,Rebecca,21,Female,"Horror, Romance, Thriller",Under maybe other,Horror,2015,,
59,427,4,2025-02-12T12:34:44,Ariel,34,Male,"Romance, Comedy, Thriller",Too,"Thriller, Sci-Fi, Romance",2000,0.88,
49,39,5,2021-03-28T22:55:01,Deborah,19,Male,"Thriller, Sci-Fi, Horror",Art green,Sci-Fi,2015,,
61,81,5,2021-04-06T10:12:17,Alexander,57,Other,"Thriller, Sci-Fi, Romance",Some there,"Comedy, Romance",1990,,
17,187,4,2022-04-07T02:40:30,Robert,39,Male,"Drama, Action, Horror",East over huge,"Romance, Sci-Fi, Drama",1981,,
74,84,2,2022-04-02T14:56:57,Jasmin,31,Female,"Thriller, Romance, Horror",Example others base,"Romance, Thriller",2017,,
57,88,2,2020-03-26T22:03:16,Patricia,52,Other,"Comedy, Horror, Action",Them public cell,"Sci-Fi, Thriller, Comedy",2004,,
55,242,5,2024-02-13T10:41:31,Latasha,25,Male,"Thriller, Sci-Fi, Drama",Administration board,Sci-Fi,1993,,
47,342,5,2023-09-22T14:55:54,Ruth,26,Other,"Thriller, Action, Sci-Fi",Real recent,"Comedy, Thriller, Horror",2015,,
12,93,4,2022-02-10T04:14:42,Jermaine,41,Female,"Thriller, Comedy, Horror",Watch room,"Horror, Sci-Fi",1997,,
62,86,2,2020-10-21T06:49:12,Jeffrey,21,Other,"Romance, Comedy, Sci-Fi",Personal several,"Comedy, Drama, Action",1999,,
80,44,5,2021-08-26T01:25:16,Cody,57,Male,"Action, Drama, Thriller",Development dream find,"Romance, Comedy",1999,,
88,137,2,2024-02-08T20:55:01,Diana,42,Other,"Romance, Comedy, Thriller",Baby later list,"Horror, Action",2003,,
83,421,5,2023-11-10T20:38:41,Courtney,62,Female,"Action, Sci-Fi, Thriller",Kid law,"Action, Comedy",2012,,
8,74,1,2023-02-24T14:10:59,Joshua,36,Other,"Romance, Action, Thriller",Different nor,Comedy,1998,,
95,36,3,2021-10-03T01:01:32,Brittney,42,Other,"Sci-Fi, Thriller, Action",Middle arrive forward,"Drama, Comedy",2008,,
21,101,1,2020-11-02T18:22:16,Jennifer,47,Male,"Thriller, Drama, Romance",Tend teacher,"Horror, Thriller",2012,,would
81,476,5,2021-05-22T14:08:11,Sarah,38,Male,"Romance, Thriller, Comedy",Audience,"Sci-Fi, Drama",2004,,
87,156,3,2021-12-15T17:34:17,Megan,43,Other,"Sci-Fi, Horror, Comedy",Leader base,"Drama, Horror",2002,,
80,426,3,2020-11-11T09:24:10,Cody,57,Male,"Action, Drama, Thriller",Station product item thing,"Comedy, Romance, Action",1995,,
70,255,5,2020-04-03T09:39:36,Charles,61,Female,"Thriller, Action, Romance",His,"Action, Romance",2009,,
72,171,5,2021-05-11T11:01:50,Steven,27,Female,"Sci-Fi, Horror, Romance",Back approach,Drama,2014,,
25,469,2,2020-09-30T04:03:26,Carolyn,50,Other,"Thriller, Comedy, Action",Always lead,Thriller,2007,,
82,216,5,2021-09-01T07:18:00,Philip,33,Other,"Romance, Comedy, Action",Campaign focus,Comedy,2007,,
89,170,4,2020-08-31T17:39:45,Jessica,62,Female,"Romance, Horror, Comedy",Moment need subject,"Sci-Fi, Thriller, Action",2005,,
12,252,5,2023-10-13T16:02:10,Jermaine,41,Female,"Thriller, Comedy, Horror",Wonder candidate customer,Sci-Fi,2018,,
15,360,4,2021-06-27T20:39:31,Maria,41,Male,"Action, Horror, Thriller",Defense activity,"Sci-Fi, Thriller",2002,,
59,322,5,2020-06-14T13:16:30,Ariel,34,Male,"Romance, Comedy, Thriller",Partner sure population,"Comedy, Action, Horror",1997,,
26,55,2,2020-11-16T17:02:51,Misty,29,Male,"Horror, Drama, Thriller",Catch move,Romance,2007,,
26,456,4,2020-07-01T10:34:57,Misty,29,Male,"Horror, Drama, Thriller",Save edge process but,Drama,2005,,
47,432,1,2023-01-14T23:29:12,Ruth,26,Other,"Thriller, Action, Sci-Fi",Reduce cost stuff,"Sci-Fi, Horror",1998,,
32,91,4,2021-11-29T18:47:50,Elizabeth,45,Male,"Comedy, Horror, Sci-Fi",Professor positive,"Thriller, Action, Drama",2008,,others
10,278,2,2022-07-06T20:30:02,Yvonne,28,Female,"Horror, Comedy, Thriller",Surface college exist,"Sci-Fi, Horror",1991,,food
16,101,4,2021-07-21T21:49:47,Ryan,20,Female,"Drama, Thriller, Romance",Tend teacher,"Horror, Thriller",2012,,
71,155,5,2023-08-27T20:09:42,Bryan,51,Female,"Thriller, Comedy, Sci-Fi",Contain song within,Horror,2001,,
17,377,5,2023-04-07T05:40:37,Robert,39,Male,"Drama, Action, Horror",View into evidence,"Drama, Action, Horror",1996,,
23,349,2,2022-12-07T23:19:09,Amanda,19,Female,"Action, Sci-Fi, Comedy",You first up,Horror,2007,,
26,451,3,2022-10-22T13:33:04,Misty,29,Male,"Horror, Drama, Thriller",Long data collection,"Drama, Comedy, Romance",2003,,
85,364,5,2024-05-28T16:02:53,Wanda,64,Male,"Thriller, Drama, Action",Sign,"Sci-Fi, Comedy",2018,,
86,141,1,2022-07-12T07:02:01,Herbert,41,Male,"Romance, Comedy, Drama",Others,"Action, Drama",2012,,
7,173,2,2024-06-24T06:50:51,Colleen,56,Male,"Comedy, Thriller, Romance",Or father small,Drama,2003,,
14,10,4,2024-09-25T05:54:10,Melinda,57,Other,"Comedy, Drama, Action",Seek radio rich,"Thriller, Horror",2002,,
79,228,4,2024-08-08T22:47:21,Lindsay,40,Male,"Action, Comedy, Sci-Fi",Investment media next,"Horror, Thriller",2019,,
7,265,1,2025-03-17T03:31:27,Colleen,56,Male,"Comedy, Thriller, Romance",System look have,"Action, Horror, Drama",2011,,
